glider_trajectory,acoustics_configuration,deployment_recovery,tow_number,season,date_utc,time_utc_start,time_utc_end,lat_degrees_start,lat_mins_start,lat_degrees_end,lat_mins_end,lon_degrees_start,lon_mins_start,lon_degrees_end,lon_mins_end,sample_notes,water_column_depth,net_depth,volume_filtered,taxa,taxa_group,count,concentration,temp_min,temp_max,sal_min,sal_max
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Medusa,Other,3,0.071706339,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Crab zoea,Other,1,0.023902113,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Crab megalops,Other,11,0.262923242,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Mysid,Other,1,0.023902113,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Centropages sp.,Copepod (small),1,0.023902113,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Chaetognath,Chaetognath,11,0.262923242,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Oikopleura sp.,Gelatinous Zooplankton,3,0.071706339,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Rotifer,Other,1,0.023902113,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Salp,Gelatinous Zooplankton,1,0.023902113,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,41.83730548,Polychaete,Polychaete,1,0.023902113,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,1,Fall,11/21/2025,16:10,16:15,39,20.582,39,20.57,-74,17.921,-74,17.864,"Data logger looks weird, depth doesn't make sense and temperature record looks weird",20,13,38.00850379,Acartia tonsa,Copepod (small),3232,85.03360242,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Paracalanus sp.,Copepod (small),2720,71.56293273,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Oithona similis,Copepod (small),2592,68.19526531,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Calanopia americana,Copepod (small),1408,37.04434165,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Oithona colcarva,Copepod (small),928,24.41558881,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Centropages hamatus,Copepod (small),448,11.78683598,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Oikopleura sp.,Gelatinous Zooplankton,128,3.367667423,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Decapod,Decapod,128,3.367667423,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Centropages typicus,Copepod (small),64,1.683833711,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Crab megalops,Other,64,1.683833711,11,11.8,31.9,32.2
ru39-20251024T1506,fish,recovery,2,Fall,11/21/2025,16:19,16:24,39,20.58,39,20.569,-74,17.859,-74,17.837,Data logger for second tow -> depth looks reasonable but the temperature still doesn't look right,20,10,38.00850379,Euterpina acutifrons,Copepod (small),32,0.841916856,11,11.8,31.9,32.2
